Year,State,Urban_Rural,Road_Type,Weather,Vehicle_Type,Accident_Count,Fatalities,Injuries,Severity_Index
2024,Jharkhand,Urban,City,Clear,Two-Wheeler,20947,1937,8411,8.45
2014,Telangana,Urban,SH,Rainy,Truck,5595,809,3354,5.5
2019,Karnataka,Rural,Rural,Fog,Truck,18738,2602,13693,8.28
2012,Uttarakhand,Urban,NH,Clear,Truck,7137,828,4661,9.4
2022,Delhi,Urban,City,Rainy,Truck,9134,1031,4252,9.13
2017,Arunachal Pradesh,Rural,City,Clear,Two-Wheeler,24100,3065,14196,5.08
2014,Haryana,Rural,City,Clear,Truck,13382,1469,6998,5.16
2012,Uttarakhand,Rural,Rural,Rainy,Two-Wheeler,20859,2888,8688,6.53
2014,Maharashtra,Urban,City,Rainy,Two-Wheeler,24300,1896,16467,6.94
2024,Delhi,Rural,SH,Clear,Truck,3762,475,2012,9.15
2014,Tamil Nadu,Rural,Rural,Clear,Car,16745,2050,11994,7.68
2022,Punjab,Urban,Rural,Clear,Bus,1533,121,707,7.89
2014,Haryana,Rural,NH,Clear,Car,22936,2200,10810,6.08
2010,West Bengal,Urban,NH,Rainy,Truck,21796,1142,9824,6.79
2012,Karnataka,Urban,SH,Clear,Two-Wheeler,24102,2202,13610,7.85
2011,Punjab,Urban,NH,Clear,Car,22619,2196,17584,5.85
2014,Maharashtra,Urban,City,Clear,Car,6781,581,3143,6.82
2018,Maharashtra,Urban,Rural,Rainy,Bus,17442,2189,7919,9.25
2022,Haryana,Urban,Rural,Clear,Bus,8885,447,6867,8.88
2017,Odisha,Rural,SH,Fog,Two-Wheeler,20035,1616,11028,8.87
2018,Gujarat,Urban,Rural,Fog,Car,17439,1826,7035,6.72
2019,West Bengal,Urban,SH,Clear,Car,12557,1249,5164,7.58
2021,West Bengal,Urban,NH,Fog,Two-Wheeler,12175,856,6939,6.37
2020,Uttarakhand,Rural,Rural,Rainy,Two-Wheeler,2008,240,1405,6.44
2013,Gujarat,Rural,SH,Clear,Bus,4413,409,2600,5.48
2014,Chhattisgarh,Urban,NH,Fog,Bus,23718,3375,16878,5.72
2013,Telangana,Rural,SH,Clear,Car,16321,1509,6554,5.11
2023,Punjab,Rural,NH,Clear,Two-Wheeler,10150,1213,5671,5.39
2015,Kerala,Urban,Rural,Fog,Car,18093,1380,11581,6.51
2012,Punjab,Urban,City,Rainy,Truck,15560,2082,11539,5.78
2014,Himachal Pradesh,Urban,SH,Clear,Two-Wheeler,16141,1513,12189,6.38
2023,Delhi,Rural,Rural,Rainy,Two-Wheeler,8061,430,5595,6.27
2023,Jharkhand,Urban,Rural,Rainy,Truck,6828,828,4638,6.24
2018,Rajasthan,Urban,NH,Rainy,Truck,22957,1717,13421,6.19
2013,Delhi,Rural,NH,Fog,Two-Wheeler,24360,2609,16227,6.9
2021,Chhattisgarh,Rural,SH,Fog,Car,22289,2926,15891,5.03
2022,Andhra Pradesh,Urban,City,Fog,Car,8347,1075,6200,9.03
2015,Karnataka,Rural,Rural,Clear,Car,10883,1041,8159,6.32
2024,Maharashtra,Urban,City,Clear,Truck,7290,608,5308,6.62
2019,Andhra Pradesh,Rural,City,Fog,Car,15700,1309,10915,9.12
2013,Andhra Pradesh,Urban,SH,Rainy,Bus,23977,2604,9833,8.65
2020,Madhya Pradesh,Urban,Rural,Rainy,Two-Wheeler,11921,1450,8309,6.86
2010,Madhya Pradesh,Urban,Rural,Rainy,Two-Wheeler,7517,949,3156,8.87
2024,Bihar,Rural,City,Fog,Car,16889,965,9276,8.19
2012,West Bengal,Rural,SH,Fog,Truck,5136,509,3320,7.21
2015,Tamil Nadu,Urban,City,Clear,Truck,12082,1612,9658,5.86
2022,Bihar,Rural,SH,Fog,Bus,12991,1614,6206,5.21
2018,Uttar Pradesh,Urban,SH,Clear,Car,19373,2611,10674,6.13
2023,Delhi,Urban,City,Rainy,Bus,4866,722,3772,7.37
2016,Punjab,Urban,SH,Rainy,Two-Wheeler,3992,467,1975,6.19
2018,Tamil Nadu,Rural,City,Clear,Bus,3108,263,1985,5.32
2021,Bihar,Rural,SH,Fog,Truck,16637,951,9742,8.16
2014,Madhya Pradesh,Rural,NH,Clear,Bus,13024,1317,10335,7.61
2011,Rajasthan,Urban,City,Rainy,Two-Wheeler,2382,207,1506,6.22
2014,Maharashtra,Rural,Rural,Rainy,Truck,1278,180,839,8.96
2023,Kerala,Urban,SH,Rainy,Truck,14857,1085,11866,9.37
2011,Maharashtra,Urban,Rural,Rainy,Truck,19372,2790,9154,8.18
2015,Karnataka,Rural,City,Clear,Two-Wheeler,3949,197,2238,6.81
2012,Maharashtra,Urban,City,Clear,Car,18556,1879,13308,9.42
2012,Assam,Rural,Rural,Clear,Car,10042,1486,7405,6.5
2017,Madhya Pradesh,Urban,SH,Fog,Car,1845,206,1333,8.31
2024,Jharkhand,Rural,SH,Fog,Bus,10831,1291,4621,7.47
2012,Tamil Nadu,Urban,NH,Clear,Car,9017,1080,5238,7.97
2020,Tamil Nadu,Rural,Rural,Fog,Truck,4257,341,1730,6.62
2024,Uttarakhand,Urban,City,Clear,Truck,14437,1632,5868,5.05
2020,Karnataka,Urban,NH,Fog,Two-Wheeler,4199,491,2172,7.18
2015,West Bengal,Urban,NH,Clear,Bus,1949,270,1440,7.21
2019,Delhi,Rural,NH,Rainy,Two-Wheeler,9793,1103,5563,5.59
2022,Odisha,Urban,Rural,Clear,Two-Wheeler,22235,2003,15299,7.05
2010,Himachal Pradesh,Rural,City,Fog,Car,16524,2303,13035,7.32
2017,Himachal Pradesh,Urban,NH,Clear,Car,828,68,332,5.73
2016,Rajasthan,Urban,Rural,Rainy,Two-Wheeler,17756,1539,9413,8.6
2021,Haryana,Urban,SH,Rainy,Two-Wheeler,6785,550,4416,6.76
2017,Kerala,Rural,City,Fog,Two-Wheeler,11157,1254,4522,5.59
2018,Jharkhand,Rural,Rural,Clear,Truck,23075,1185,15206,9.42
2015,Telangana,Urban,NH,Fog,Truck,21353,2462,11862,7.81
2022,Jharkhand,Urban,SH,Fog,Car,13307,1701,8158,7.36
2015,Madhya Pradesh,Urban,SH,Rainy,Two-Wheeler,21682,2324,13817,8.68
2019,Goa,Rural,City,Rainy,Car,3141,174,1696,6.48
2012,West Bengal,Rural,Rural,Fog,Car,11385,876,4681,9.15
2013,Assam,Urban,Rural,Fog,Two-Wheeler,23919,3255,17326,9.12
2017,West Bengal,Urban,City,Fog,Two-Wheeler,7292,933,3281,5.21
2022,Bihar,Urban,NH,Rainy,Truck,7974,602,3974,8.08
2012,Telangana,Urban,SH,Clear,Bus,24489,3659,13995,8.84
2013,Karnataka,Rural,SH,Rainy,Car,5237,780,2818,6.33
2010,Gujarat,Rural,Rural,Fog,Bus,23226,3192,14743,9.03
2024,Chhattisgarh,Rural,SH,Rainy,Truck,17116,856,11549,5.86
2023,West Bengal,Rural,NH,Fog,Bus,2341,242,1872,7.61
2023,Delhi,Rural,City,Clear,Two-Wheeler,10748,1136,5227,7.63
2024,Jharkhand,Rural,SH,Fog,Car,4195,370,2391,9.48
2015,Uttarakhand,Rural,Rural,Fog,Car,11427,1189,8426,7.32
2021,Goa,Urban,City,Rainy,Two-Wheeler,9617,1141,6830,8.16
2019,Himachal Pradesh,Rural,Rural,Clear,Car,14356,1658,9399,7.81
2018,Assam,Urban,SH,Rainy,Car,5232,649,4137,9.04
2013,Rajasthan,Rural,SH,Fog,Truck,17865,1507,10153,5.56
2023,Maharashtra,Urban,City,Rainy,Bus,6249,591,2538,8.39
2015,Uttar Pradesh,Urban,NH,Fog,Truck,24661,2346,10529,5.8
2010,Delhi,Rural,City,Clear,Two-Wheeler,24820,3623,15833,5.07
2023,Punjab,Rural,NH,Clear,Car,2500,242,1314,6.78
2018,Telangana,Urban,Rural,Fog,Truck,14512,727,10694,7.7
2016,Himachal Pradesh,Urban,SH,Fog,Two-Wheeler,22038,2084,13688,6.02
2019,Arunachal Pradesh,Rural,City,Fog,Bus,10358,610,6809,7.29
2024,Delhi,Urban,SH,Rainy,Car,21756,3224,15379,6.17
2010,Bihar,Rural,City,Rainy,Car,16757,2287,10746,5.42
2014,Uttarakhand,Urban,City,Rainy,Two-Wheeler,18155,915,10408,6.96
2019,Rajasthan,Urban,Rural,Rainy,Two-Wheeler,10742,1342,5125,5.61
2015,Delhi,Rural,SH,Rainy,Bus,8702,1211,6041,7.32
2024,Bihar,Urban,NH,Clear,Car,14703,1740,9664,7.44
2017,Arunachal Pradesh,Rural,Rural,Clear,Car,4721,433,3088,5.22
2017,Odisha,Urban,SH,Clear,Two-Wheeler,6677,696,4601,7.9
2011,Punjab,Urban,SH,Fog,Truck,4413,407,3232,5.18
2010,Chhattisgarh,Urban,SH,Clear,Car,13219,1681,7130,8.71
2020,Rajasthan,Rural,SH,Fog,Bus,12420,1387,6712,7.32
2020,Uttarakhand,Rural,City,Clear,Two-Wheeler,19031,1314,8860,8.93
2010,Jharkhand,Rural,SH,Rainy,Two-Wheeler,14363,1942,8431,8.26
2024,Uttarakhand,Urban,Rural,Fog,Two-Wheeler,21278,3032,11022,9.13
2022,Bihar,Urban,SH,Clear,Two-Wheeler,16582,1220,12333,8.46
2012,Jharkhand,Rural,City,Rainy,Bus,23138,2330,9645,8.36
2023,Bihar,Urban,Rural,Clear,Bus,15223,1003,11731,8.48
2017,Telangana,Urban,City,Clear,Car,12526,1697,10008,7.52
2023,Telangana,Rural,SH,Clear,Two-Wheeler,14442,1820,7991,8.6
2024,Bihar,Rural,SH,Fog,Truck,23855,2433,12969,8.0
2017,Karnataka,Urban,City,Clear,Truck,616,78,321,5.67
2012,Himachal Pradesh,Urban,SH,Rainy,Two-Wheeler,14592,995,10753,9.27
2015,Karnataka,Urban,SH,Rainy,Bus,18055,2189,11251,8.15
2017,Gujarat,Urban,SH,Clear,Bus,10167,1288,8088,7.36
2016,Bihar,Urban,City,Fog,Truck,8381,734,6462,8.99
2022,Bihar,Rural,NH,Clear,Bus,10887,1245,8214,6.95
2015,Delhi,Rural,City,Fog,Car,5566,504,3554,7.4
2012,Jharkhand,Rural,Rural,Fog,Bus,20174,1908,11455,6.56
2017,Jharkhand,Urban,City,Rainy,Truck,7092,837,4293,7.15
2018,Himachal Pradesh,Urban,City,Clear,Bus,7828,783,5986,9.49
2017,Himachal Pradesh,Rural,SH,Rainy,Car,20001,1128,10659,7.62
2019,Maharashtra,Rural,City,Clear,Bus,2938,335,1608,7.78
2024,Chhattisgarh,Urban,Rural,Fog,Two-Wheeler,14835,1217,7440,5.46
2018,Maharashtra,Rural,NH,Rainy,Car,22220,1594,11705,6.66
2019,Chhattisgarh,Urban,City,Clear,Car,18290,1320,11555,8.94
2023,Rajasthan,Rural,SH,Clear,Truck,4968,372,2642,7.36
2015,Tamil Nadu,Rural,City,Rainy,Car,22570,1785,14381,6.58
2018,Uttar Pradesh,Rural,NH,Clear,Truck,23250,2035,15277,9.15
2015,Arunachal Pradesh,Urban,Rural,Fog,Truck,7220,362,5448,5.36
2016,Maharashtra,Rural,City,Rainy,Car,16176,1429,10317,8.44
2013,Uttarakhand,Urban,City,Fog,Truck,9650,1205,4548,6.71
2011,Rajasthan,Rural,NH,Rainy,Two-Wheeler,4727,523,2440,9.27
2020,Telangana,Rural,Rural,Rainy,Bus,2236,196,1545,9.01
2019,Madhya Pradesh,Urban,NH,Clear,Two-Wheeler,11748,1412,4778,5.42
2020,Chhattisgarh,Rural,Rural,Rainy,Two-Wheeler,9533,594,5689,5.24
2020,Maharashtra,Rural,Rural,Rainy,Two-Wheeler,13414,1030,7282,6.41
2023,Punjab,Rural,SH,Rainy,Truck,23323,2331,15457,7.28
2020,Assam,Rural,SH,Rainy,Car,14571,1251,11170,9.02
2018,Himachal Pradesh,Rural,SH,Rainy,Bus,11907,828,6997,6.68
2020,Telangana,Urban,NH,Fog,Truck,7442,715,4780,7.34
2015,Arunachal Pradesh,Urban,Rural,Clear,Two-Wheeler,8242,641,4918,5.53
2011,Uttarakhand,Rural,Rural,Fog,Bus,11776,1285,6459,7.57
2012,Haryana,Rural,City,Fog,Car,10184,859,5154,7.12
2017,Uttar Pradesh,Rural,City,Clear,Car,15594,2217,12376,8.95
2018,Gujarat,Urban,City,Fog,Two-Wheeler,3450,334,2361,6.85
2016,Chhattisgarh,Rural,SH,Clear,Two-Wheeler,18065,1940,11953,5.84
2012,Haryana,Rural,NH,Rainy,Bus,17763,2101,8555,7.43
2021,Jharkhand,Rural,NH,Rainy,Truck,11511,1603,7245,6.58
2010,West Bengal,Urban,City,Fog,Truck,1588,148,746,7.79
2011,Bihar,Rural,NH,Clear,Truck,23340,2557,12851,8.64
2017,Odisha,Rural,SH,Rainy,Bus,3534,484,1860,9.14
2012,West Bengal,Urban,SH,Rainy,Truck,10883,1577,8228,7.16
2022,Bihar,Rural,SH,Clear,Car,20491,2720,16270,5.23
2022,West Bengal,Rural,NH,Fog,Truck,22943,2734,18268,7.65
2024,Tamil Nadu,Rural,City,Clear,Truck,769,72,485,7.5
2017,Himachal Pradesh,Rural,NH,Rainy,Bus,23591,2612,17261,9.47
2020,Gujarat,Rural,City,Clear,Two-Wheeler,17766,1924,10280,5.51
2023,Assam,Urban,NH,Rainy,Car,19999,1445,8466,6.25
2011,Punjab,Rural,City,Rainy,Truck,18455,1027,9000,5.61
2013,Rajasthan,Rural,City,Fog,Two-Wheeler,20387,2217,14717,5.78
2024,Bihar,Rural,NH,Rainy,Car,4669,691,2383,9.28
2011,Bihar,Urban,Rural,Fog,Two-Wheeler,6623,438,3405,7.15
2022,Punjab,Urban,Rural,Clear,Bus,18715,1722,9512,9.01
2014,Kerala,Rural,Rural,Rainy,Two-Wheeler,20288,2135,16130,8.56
2015,Assam,Rural,SH,Rainy,Truck,4542,450,2529,8.41
2011,Haryana,Urban,NH,Rainy,Bus,7387,818,3924,9.11
2015,Uttarakhand,Rural,NH,Fog,Bus,21778,2010,14807,9.2
2013,Himachal Pradesh,Rural,Rural,Fog,Car,1127,73,789,8.45
2013,Gujarat,Rural,NH,Rainy,Truck,21096,1174,9226,6.64
2012,Jharkhand,Rural,SH,Clear,Car,22609,1229,9664,7.54
2020,Punjab,Rural,City,Fog,Car,22275,1155,9125,7.35
2015,Maharashtra,Urban,SH,Rainy,Bus,10407,1426,6032,9.24
2013,Karnataka,Urban,City,Clear,Two-Wheeler,23221,3071,12923,7.7
2022,Punjab,Urban,SH,Clear,Truck,7342,651,4709,5.76
2012,Madhya Pradesh,Urban,City,Fog,Truck,7859,1118,6220,5.32
2023,Haryana,Urban,City,Fog,Two-Wheeler,1919,113,1413,7.91
2021,Bihar,Rural,NH,Rainy,Truck,19242,2301,12934,8.58
2010,Rajasthan,Urban,SH,Clear,Bus,9249,992,7363,5.38
2018,Goa,Urban,SH,Rainy,Two-Wheeler,20906,2966,9157,5.31
2010,Telangana,Urban,City,Fog,Truck,11218,765,8086,5.21
2019,Jharkhand,Urban,NH,Fog,Bus,10569,1471,5790,9.21
2024,Madhya Pradesh,Urban,Rural,Rainy,Two-Wheeler,9538,669,3889,7.25
2023,Uttarakhand,Urban,Rural,Clear,Truck,3408,367,1795,7.61
2019,Chhattisgarh,Urban,Rural,Rainy,Truck,24997,1764,14670,5.69
2021,Maharashtra,Urban,Rural,Fog,Two-Wheeler,816,57,488,8.44
2023,Kerala,Rural,City,Clear,Bus,20135,2313,8590,9.28
2011,Bihar,Rural,SH,Clear,Car,1277,173,848,6.89
2022,Bihar,Urban,Rural,Clear,Bus,24587,1404,12982,6.21
2022,Kerala,Urban,SH,Rainy,Car,18723,1498,9378,8.66
2017,Uttar Pradesh,Rural,Rural,Clear,Two-Wheeler,19409,2403,13769,7.32
2018,Tamil Nadu,Urban,SH,Rainy,Car,9008,1185,6206,6.38
2023,Uttar Pradesh,Rural,SH,Fog,Car,16145,1147,9861,6.72
2022,Telangana,Urban,City,Fog,Car,24761,1419,12553,8.73
2012,Bihar,Urban,SH,Clear,Two-Wheeler,2656,152,1388,9.37
2018,Assam,Rural,City,Fog,Car,8021,471,3331,8.71
2017,Karnataka,Rural,SH,Fog,Bus,3084,302,1731,5.65
2018,Madhya Pradesh,Urban,NH,Fog,Car,21989,1475,17374,8.48
2015,Uttarakhand,Rural,NH,Clear,Bus,7193,589,4671,7.86
2024,Bihar,Rural,NH,Rainy,Bus,16078,992,11534,6.05
2017,Madhya Pradesh,Rural,NH,Fog,Bus,3707,208,2224,8.78
2018,Maharashtra,Rural,NH,Rainy,Truck,7195,797,5399,6.44
2012,Uttarakhand,Urban,City,Clear,Bus,22899,2690,14576,5.64
2024,Gujarat,Urban,SH,Rainy,Two-Wheeler,17375,2375,12567,7.29
2014,Uttarakhand,Rural,SH,Clear,Truck,9993,530,5303,5.1
2017,Arunachal Pradesh,Urban,NH,Clear,Car,4074,310,3067,7.89
2010,Andhra Pradesh,Rural,SH,Rainy,Truck,10909,1470,7681,5.57
2011,Maharashtra,Rural,City,Clear,Truck,15739,1309,8714,9.48
2015,Andhra Pradesh,Urban,SH,Clear,Bus,22148,3011,11653,7.55
2023,Telangana,Rural,NH,Clear,Two-Wheeler,15907,1576,11882,6.52
2019,Bihar,Rural,City,Clear,Bus,17550,2188,13417,7.63
2011,Chhattisgarh,Urban,NH,Clear,Truck,18124,2419,9226,7.74
2011,Gujarat,Rural,SH,Clear,Bus,517,68,326,5.58
2015,Tamil Nadu,Urban,NH,Clear,Truck,19581,1665,12451,8.73
2010,Himachal Pradesh,Rural,NH,Rainy,Car,2533,275,1628,5.41
2016,Telangana,Urban,City,Fog,Truck,22833,3040,13126,8.72
2018,Chhattisgarh,Urban,Rural,Clear,Bus,5157,596,3149,8.83
2017,Uttarakhand,Rural,Rural,Fog,Two-Wheeler,20189,1928,9218,6.52
2012,Assam,Urban,SH,Fog,Car,11771,1167,6266,7.04
2024,Bihar,Urban,NH,Clear,Bus,6148,336,4274,6.41
2021,Punjab,Rural,NH,Rainy,Car,12954,921,9302,5.43
2021,Goa,Rural,NH,Rainy,Truck,20131,2022,9842,5.76
2022,Tamil Nadu,Urban,City,Rainy,Truck,14052,958,6858,6.16
2016,West Bengal,Urban,City,Clear,Two-Wheeler,9916,670,7158,7.83
2022,Andhra Pradesh,Rural,City,Clear,Bus,14498,877,10488,7.08
2010,Andhra Pradesh,Urban,City,Fog,Bus,9171,1292,6639,5.6
2023,Maharashtra,Urban,Rural,Clear,Bus,5360,713,2436,5.41
2015,Arunachal Pradesh,Urban,SH,Fog,Car,22762,3405,12254,7.52
2020,Tamil Nadu,Rural,NH,Fog,Bus,24146,3409,12414,6.04
2015,Tamil Nadu,Urban,SH,Rainy,Bus,23634,3186,16859,5.29
2018,Uttarakhand,Urban,NH,Clear,Car,1268,101,570,6.61
2019,Gujarat,Urban,SH,Clear,Truck,10657,1413,8484,6.81
2022,Karnataka,Urban,SH,Clear,Car,19004,1611,10327,5.25
2018,Jharkhand,Rural,SH,Clear,Bus,2164,190,1651,7.58
2011,West Bengal,Rural,NH,Fog,Two-Wheeler,18540,1298,8300,6.42
2018,Telangana,Rural,SH,Rainy,Truck,9603,938,6605,7.32
2016,Madhya Pradesh,Rural,Rural,Rainy,Car,19775,2619,15402,5.04
2020,Haryana,Urban,SH,Clear,Two-Wheeler,11868,1672,8824,7.34
2013,Karnataka,Urban,NH,Fog,Bus,11065,968,5528,8.4
2020,Uttarakhand,Rural,SH,Rainy,Bus,17257,1078,13292,8.15
2018,Punjab,Rural,SH,Clear,Two-Wheeler,3021,435,2305,7.76
2011,Karnataka,Rural,Rural,Clear,Bus,24657,2468,19366,6.03
2014,Andhra Pradesh,Urban,City,Rainy,Two-Wheeler,3473,230,2301,5.65
2012,West Bengal,Urban,NH,Rainy,Two-Wheeler,6291,621,2941,7.01
2021,Maharashtra,Rural,SH,Clear,Truck,1206,164,500,5.36
2024,Jharkhand,Urban,SH,Clear,Truck,10636,1115,7160,7.19
2016,Himachal Pradesh,Urban,NH,Clear,Two-Wheeler,22101,1245,9645,7.92
2010,Andhra Pradesh,Urban,Rural,Rainy,Two-Wheeler,13986,1273,6247,7.99
2014,Arunachal Pradesh,Rural,Rural,Rainy,Two-Wheeler,5151,336,3833,7.98
2018,Tamil Nadu,Urban,City,Clear,Truck,12419,1726,7262,7.14
2020,Uttarakhand,Urban,Rural,Rainy,Car,8442,946,5724,9.13
2016,Goa,Rural,NH,Clear,Two-Wheeler,3787,192,2988,5.83
2013,Haryana,Urban,NH,Fog,Truck,13384,1461,10277,7.3
2017,Tamil Nadu,Urban,City,Rainy,Truck,10272,1517,6185,8.12
2011,Chhattisgarh,Rural,City,Clear,Car,4520,505,2759,6.74
2023,Rajasthan,Urban,NH,Rainy,Truck,22591,2663,12690,5.62
2011,Odisha,Urban,SH,Rainy,Two-Wheeler,9755,625,6115,7.11
2011,Jharkhand,Urban,SH,Fog,Two-Wheeler,12118,1093,8629,7.95
2021,Gujarat,Urban,NH,Rainy,Bus,1095,62,782,8.65
2012,Punjab,Urban,Rural,Clear,Car,12135,1034,5653,9.3
2018,Haryana,Rural,SH,Fog,Car,23206,1233,14910,9.11
2023,Punjab,Urban,City,Fog,Car,19424,1778,13945,5.6
2019,Madhya Pradesh,Urban,Rural,Fog,Car,11932,1746,8139,8.87
2021,West Bengal,Urban,City,Clear,Two-Wheeler,8514,828,6236,5.14
2013,Uttarakhand,Rural,City,Fog,Truck,23075,2492,12674,7.54
2016,Arunachal Pradesh,Urban,SH,Rainy,Car,4626,544,2188,9.35
2010,Assam,Urban,SH,Fog,Car,16533,1245,8006,7.73
2020,Delhi,Urban,SH,Rainy,Bus,2541,140,1449,6.91
2014,Uttarakhand,Rural,SH,Rainy,Two-Wheeler,18639,1173,13709,7.37
2021,Bihar,Rural,SH,Fog,Truck,8119,951,3587,7.32
2020,Delhi,Rural,City,Clear,Car,18312,2650,10092,7.01
2016,Andhra Pradesh,Urban,Rural,Rainy,Two-Wheeler,8214,1192,4408,7.45
2021,Karnataka,Rural,NH,Rainy,Truck,22317,1269,11897,9.33
2014,Chhattisgarh,Urban,City,Fog,Two-Wheeler,17950,1683,10525,6.88
2013,Karnataka,Urban,NH,Clear,Car,3036,263,2186,5.25
2013,Bihar,Rural,City,Clear,Car,10542,1417,7626,7.83
2022,Bihar,Rural,NH,Clear,Two-Wheeler,12322,1352,5562,8.2
2015,Rajasthan,Urban,City,Rainy,Bus,9484,927,3909,9.47
2014,Uttar Pradesh,Urban,Rural,Clear,Truck,1711,136,868,8.0
2021,Chhattisgarh,Rural,SH,Rainy,Two-Wheeler,10594,669,4859,8.89
2021,Andhra Pradesh,Urban,City,Clear,Truck,13623,1836,7966,8.05
2024,West Bengal,Urban,Rural,Clear,Two-Wheeler,24694,2537,10219,7.91
2023,Madhya Pradesh,Rural,SH,Rainy,Car,17156,2316,7293,5.8
2010,West Bengal,Urban,Rural,Clear,Car,8851,1203,4862,6.18
2022,Uttar Pradesh,Urban,City,Fog,Car,12696,1101,7582,7.25
2024,Gujarat,Rural,Rural,Clear,Bus,16923,1491,13351,7.21
2016,Odisha,Rural,NH,Rainy,Car,23132,3247,12500,5.83
2023,Arunachal Pradesh,Rural,SH,Rainy,Car,4902,413,1988,5.66
2021,Assam,Rural,Rural,Rainy,Car,21781,2935,15097,8.21
2013,Telangana,Rural,Rural,Rainy,Car,9450,1215,7081,8.91
2017,Odisha,Rural,City,Clear,Two-Wheeler,1267,158,612,8.91
2019,Gujarat,Rural,NH,Fog,Two-Wheeler,12802,844,5796,8.14
2021,Uttar Pradesh,Rural,NH,Fog,Bus,14611,1864,8774,6.78
2023,Maharashtra,Rural,NH,Fog,Bus,11143,1454,7175,6.94
2022,Odisha,Urban,Rural,Rainy,Car,17401,1165,12844,9.01
2012,Madhya Pradesh,Rural,SH,Fog,Truck,1511,114,964,8.81
2019,Gujarat,Urban,NH,Rainy,Two-Wheeler,743,76,338,6.21
2019,Telangana,Urban,SH,Clear,Truck,18593,2779,9033,8.87
2023,Uttar Pradesh,Rural,Rural,Rainy,Truck,6643,633,4900,7.84
2015,Delhi,Urban,NH,Rainy,Car,16408,1176,12405,5.84
2016,Tamil Nadu,Urban,Rural,Rainy,Truck,15706,1377,10560,7.99
2013,Arunachal Pradesh,Rural,Rural,Rainy,Car,17941,966,11772,7.76
2018,Arunachal Pradesh,Rural,NH,Fog,Bus,21446,1211,10815,8.62
2018,Odisha,Urban,City,Clear,Two-Wheeler,13388,1514,6249,9.29
2021,Odisha,Urban,SH,Fog,Two-Wheeler,3182,306,1596,8.45
2010,Punjab,Urban,City,Fog,Two-Wheeler,17642,2044,11228,8.98
2018,Delhi,Urban,NH,Clear,Car,21512,1927,16672,7.34
2021,Rajasthan,Rural,NH,Fog,Two-Wheeler,17108,2182,12853,7.34
2015,Delhi,Urban,NH,Clear,Car,12785,1340,10213,6.78
2015,Odisha,Rural,SH,Rainy,Two-Wheeler,10146,1500,5684,6.51
2022,Madhya Pradesh,Urban,City,Clear,Bus,635,82,294,8.43
2017,Assam,Urban,SH,Rainy,Car,21325,3070,15443,5.17
2020,Haryana,Rural,SH,Rainy,Bus,1136,65,753,6.42
2012,Himachal Pradesh,Rural,SH,Clear,Car,6543,957,4971,5.57
2017,Delhi,Rural,Rural,Fog,Truck,23574,1371,10250,7.33
2013,Karnataka,Urban,NH,Clear,Car,7509,1059,3965,7.59
2022,Maharashtra,Rural,Rural,Fog,Bus,5568,750,3337,7.84
2020,Tamil Nadu,Rural,Rural,Clear,Bus,10748,1117,7709,7.28
2020,Gujarat,Rural,City,Clear,Truck,11600,1071,7352,5.83
2016,Telangana,Urban,City,Fog,Car,1135,106,598,9.47
2024,Assam,Rural,NH,Clear,Bus,18549,2043,10986,5.45
2010,Tamil Nadu,Urban,NH,Fog,Bus,1639,149,1303,7.91
2013,Goa,Rural,City,Clear,Bus,2339,343,1717,7.95
2016,Arunachal Pradesh,Urban,City,Rainy,Two-Wheeler,19110,1485,10195,9.3
2024,Haryana,Rural,NH,Fog,Bus,24790,1591,15971,5.09
2017,Maharashtra,Urban,City,Clear,Truck,21978,2446,14287,8.71
2013,Haryana,Rural,City,Clear,Car,6873,466,3003,6.25
2016,Bihar,Urban,NH,Fog,Car,11018,1372,5677,7.85
2010,Uttarakhand,Urban,City,Clear,Bus,19038,2590,11492,5.28
2018,Karnataka,Urban,SH,Rainy,Bus,8520,1013,5418,5.5
2017,Madhya Pradesh,Urban,Rural,Clear,Truck,4133,360,2498,8.63
2019,Gujarat,Rural,SH,Fog,Truck,16250,1767,6577,8.72
2017,Assam,Urban,Rural,Clear,Two-Wheeler,5986,829,2499,8.15
2016,Odisha,Urban,Rural,Fog,Car,2149,188,1424,7.59
2016,Telangana,Urban,City,Rainy,Truck,6838,378,5364,5.36
2024,Jharkhand,Urban,NH,Clear,Bus,23727,2791,10394,7.95
2014,Uttarakhand,Urban,SH,Rainy,Car,20708,1546,11160,7.33
2010,Kerala,Urban,SH,Fog,Two-Wheeler,18022,1436,7938,6.26
2014,Bihar,Rural,City,Rainy,Two-Wheeler,17021,2081,10079,9.03
2019,Madhya Pradesh,Rural,Rural,Fog,Car,12088,1802,5425,7.1
2015,Rajasthan,Rural,SH,Clear,Car,689,96,431,5.48
2017,Telangana,Urban,NH,Fog,Two-Wheeler,20643,2314,12106,8.91
2022,Arunachal Pradesh,Urban,NH,Fog,Truck,4142,322,2730,6.16
2012,Uttarakhand,Rural,SH,Fog,Car,13842,1624,10011,6.16
2010,Assam,Rural,Rural,Fog,Bus,14657,752,9900,7.09
2024,Jharkhand,Rural,SH,Clear,Truck,2602,142,1665,7.23
2011,Rajasthan,Urban,City,Rainy,Bus,24157,2330,13237,8.57
2023,Kerala,Urban,Rural,Fog,Truck,15886,1041,11073,7.42
2016,West Bengal,Rural,City,Clear,Two-Wheeler,544,79,224,6.41
